datetime,City,temperature,humidity,pressure,wind_speed,wind_direction,weather_description,Country,Latitude,Longitude
2012-10-12 16:00:00,Vancouver,282.65,,,2,140,mist,Canada,49.24966,-123.119339
2012-10-12 17:00:00,Vancouver,282.62,93,1015,1,100,sky is clear,Canada,49.24966,-123.119339
2012-10-12 18:00:00,Vancouver,282.93,93,1015,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 19:00:00,Vancouver,283.64,87,1014,1,110,sky is clear,Canada,49.24966,-123.119339
2012-10-12 20:00:00,Vancouver,284.35,76,1013,1,160,sky is clear,Canada,49.24966,-123.119339
2012-10-12 21:00:00,Vancouver,284.91,87,,0,180,sky is clear,Canada,49.24966,-123.119339
2012-10-12 22:00:00,Vancouver,285.13,76,1012,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-12 23:00:00,Vancouver,285.17,87,,0,240,sky is clear,Canada,49.24966,-123.119339
2012-10-13 00:00:00,Vancouver,285.416,81,,0,232,overcast clouds,Canada,49.24966,-123.119339
2012-10-13 01:00:00,Vancouver,285.662,75,,0,224,overcast clouds,Canada,49.24966,-123.119339
2012-10-13 02:00:00,Vancouver,285.908,69,,1,216,overcast clouds,Canada,49.24966,-123.119339
2012-10-13 03:00:00,Vancouver,286.154,63,810,1,208,overcast clouds,Canada,49.24966,-123.119339
2012-10-13 04:00:00,Vancouver,286.4,57,1013,1,201,sky is clear,Canada,49.24966,-123.119339
2012-10-13 05:00:00,Vancouver,283.28,87,1009,3,150,sky is clear,Canada,49.24966,-123.119339
2012-10-13 06:00:00,Vancouver,283.09,93,,0,170,sky is clear,Canada,49.24966,-123.119339
2012-10-13 07:00:00,Vancouver,283.13,93,,0,130,sky is clear,Canada,49.24966,-123.119339
2012-10-13 08:00:00,Vancouver,283.14,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-13 09:00:00,Vancouver,283.03,93,,1,100,sky is clear,Canada,49.24966,-123.119339
2012-10-13 10:00:00,Vancouver,282.97,87,1009,5,130,sky is clear,Canada,49.24966,-123.119339
2012-10-13 11:00:00,Vancouver,282.97,93,,0,100,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 12:00:00,Vancouver,282.87,93,,0,170,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 13:00:00,Vancouver,282.62,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-13 14:00:00,Vancouver,282.57,93,,3,80,light rain,Canada,49.24966,-123.119339
2012-10-13 15:00:00,Vancouver,282.73,93,,3,80,mist,Canada,49.24966,-123.119339
2012-10-13 16:00:00,Vancouver,282.79,,,5,90,mist,Canada,49.24966,-123.119339
2012-10-13 17:00:00,Vancouver,282.95,93,,2,90,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 18:00:00,Vancouver,283.2,93,,1,90,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 19:00:00,Vancouver,283.8,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-13 20:00:00,Vancouver,283.91,93,1009,4,110,sky is clear,Canada,49.24966,-123.119339
2012-10-13 21:00:00,Vancouver,284.29,93,,2,80,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 22:00:00,Vancouver,284.48,87,,1,70,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-13 23:00:00,Vancouver,284.7,87,,2,70,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-14 00:00:00,Vancouver,284.47,93,,2,80,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-14 01:00:00,Vancouver,284.51,93,,2,70,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-14 02:00:00,Vancouver,284.51,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 03:00:00,Vancouver,284.47,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 04:00:00,Vancouver,284.57,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 05:00:00,Vancouver,284.51,93,1012,4,90,sky is clear,Canada,49.24966,-123.119339
2012-10-14 06:00:00,Vancouver,284.57,93,,1,70,mist,Canada,49.24966,-123.119339
2012-10-14 07:00:00,Vancouver,284.57,93,,2,90,mist,Canada,49.24966,-123.119339
2012-10-14 08:00:00,Vancouver,284.62,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 09:00:00,Vancouver,284.63,93,,2,90,mist,Canada,49.24966,-123.119339
2012-10-14 10:00:00,Vancouver,284.68,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 11:00:00,Vancouver,284.78,93,,1,40,sky is clear,Canada,49.24966,-123.119339
2012-10-14 12:00:00,Vancouver,284.88,93,,2,90,sky is clear,Canada,49.24966,-123.119339
2012-10-14 13:00:00,Vancouver,284.9,100,,1,90,sky is clear,Canada,49.24966,-123.119339
2012-10-14 14:00:00,Vancouver,284.93,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-14 15:00:00,Vancouver,284.82,93,,2,80,light rain,Canada,49.24966,-123.119339
2012-10-14 16:00:00,Vancouver,284.95,81,1013,2,310,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-14 17:00:00,Vancouver,284.97,93,,1,70,light rain,Canada,49.24966,-123.119339
2012-10-14 18:00:00,Vancouver,285.39,93,,2,80,mist,Canada,49.24966,-123.119339
2012-10-14 19:00:00,Vancouver,285.54,93,,2,90,mist,Canada,49.24966,-123.119339
2012-10-14 20:00:00,Vancouver,286.06,93,,2,70,mist,Canada,49.24966,-123.119339
2012-10-14 21:00:00,Vancouver,286.63,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-14 22:00:00,Vancouver,286.86,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-14 23:00:00,Vancouver,286.93,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-15 00:00:00,Vancouver,286.51,93,,1,70,sky is clear,Canada,49.24966,-123.119339
2012-10-15 01:00:00,Vancouver,286.34,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-15 02:00:00,Vancouver,286.42,93,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-15 03:00:00,Vancouver,286.55,87,,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-15 04:00:00,Vancouver,286.2,93,,2,80,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-15 05:00:00,Vancouver,286.44,93,,2,90,moderate rain,Canada,49.24966,-123.119339
2012-10-15 06:00:00,Vancouver,286.29,93,,3,90,mist,Canada,49.24966,-123.119339
2012-10-15 07:00:00,Vancouver,286.29,93,1010,5,100,sky is clear,Canada,49.24966,-123.119339
2012-10-15 08:00:00,Vancouver,286.19,,,5,110,overcast clouds,Canada,49.24966,-123.119339
2012-10-15 09:00:00,Vancouver,286.25,87,1015,7,130,sky is clear,Canada,49.24966,-123.119339
2012-10-15 10:00:00,Vancouver,286.3,87,1015,7,140,sky is clear,Canada,49.24966,-123.119339
2012-10-15 11:00:00,Vancouver,286.49,87,1014,9,120,sky is clear,Canada,49.24966,-123.119339
2012-10-15 12:00:00,Vancouver,286.74,93,,3,80,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-15 13:00:00,Vancouver,286.54,93,,3,70,mist,Canada,49.24966,-123.119339
2012-10-15 14:00:00,Vancouver,286.49,96,1001,2,157,sky is clear,Canada,49.24966,-123.119339
2012-10-15 15:00:00,Vancouver,286.48,87,1012,6,150,sky is clear,Canada,49.24966,-123.119339
2012-10-15 16:00:00,Vancouver,286.24,87,1010,7,150,sky is clear,Canada,49.24966,-123.119339
2012-10-15 17:00:00,Vancouver,286.58,87,1010,7,150,sky is clear,Canada,49.24966,-123.119339
2012-10-15 18:00:00,Vancouver,286.21,93,1010,10,160,sky is clear,Canada,49.24966,-123.119339
2012-10-15 19:00:00,Vancouver,286.58,93,1010,10,160,sky is clear,Canada,49.24966,-123.119339
2012-10-15 20:00:00,Vancouver,286.62,,,7,140,light rain,Canada,49.24966,-123.119339
2012-10-15 21:00:00,Vancouver,286.64,,,4,120,overcast clouds,Canada,49.24966,-123.119339
2012-10-15 22:00:00,Vancouver,287.03,93,,1,60,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-15 23:00:00,Vancouver,287.11,93,,1,60,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-16 00:00:00,Vancouver,286.67,,,7,170,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-16 01:00:00,Vancouver,286.49,,,6,160,overcast clouds,Canada,49.24966,-123.119339
2012-10-16 02:00:00,Vancouver,286.44,93,1010,5,160,sky is clear,Canada,49.24966,-123.119339
2012-10-16 03:00:00,Vancouver,286.71,,,5,150,overcast clouds,Canada,49.24966,-123.119339
2012-10-16 04:00:00,Vancouver,286.43,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-16 05:00:00,Vancouver,286.04,93,,0,330,sky is clear,Canada,49.24966,-123.119339
2012-10-16 06:00:00,Vancouver,285.97,93,1013,1,180,sky is clear,Canada,49.24966,-123.119339
2012-10-16 07:00:00,Vancouver,285.43,96,1001,0,157,sky is clear,Canada,49.24966,-123.119339
2012-10-16 08:00:00,Vancouver,284.46,93,,1,30,fog,Canada,49.24966,-123.119339
2012-10-16 09:00:00,Vancouver,283.85,100,,1,360,fog,Canada,49.24966,-123.119339
2012-10-16 10:00:00,Vancouver,284.17,93,,1,360,fog,Canada,49.24966,-123.119339
2012-10-16 11:00:00,Vancouver,283.89,93,,1,360,fog,Canada,49.24966,-123.119339
2012-10-16 12:00:00,Vancouver,283.65,93,,0,0,fog,Canada,49.24966,-123.119339
2012-10-16 13:00:00,Vancouver,283.55,100,,1,10,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-16 14:00:00,Vancouver,283.49,,,4,120,mist,Canada,49.24966,-123.119339
2012-10-16 15:00:00,Vancouver,283.76,,,4,110,mist,Canada,49.24966,-123.119339
2012-10-16 16:00:00,Vancouver,283.94,93,1013,5,100,sky is clear,Canada,49.24966,-123.119339
2012-10-16 17:00:00,Vancouver,284.37,,,5,90,mist,Canada,49.24966,-123.119339
2012-10-16 18:00:00,Vancouver,284.59,87,1011,8,110,sky is clear,Canada,49.24966,-123.119339
2012-10-16 19:00:00,Vancouver,285.23,,,7,130,broken clouds,Canada,49.24966,-123.119339
2012-10-16 20:00:00,Vancouver,285.6,82,1010,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-16 21:00:00,Vancouver,285.5,,,4,90,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-16 22:00:00,Vancouver,285.2,93,993,2,40,light rain,Canada,49.24966,-123.119339
2012-10-16 23:00:00,Vancouver,285.17,100,,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-17 00:00:00,Vancouver,284.79,87,,2,80,moderate rain,Canada,49.24966,-123.119339
2012-10-17 01:00:00,Vancouver,284.65,87,1017,7,90,sky is clear,Canada,49.24966,-123.119339
2012-10-17 02:00:00,Vancouver,284.55,93,998,7,190,sky is clear,Canada,49.24966,-123.119339
2012-10-17 03:00:00,Vancouver,284.81,,,7,90,light rain,Canada,49.24966,-123.119339
2012-10-17 04:00:00,Vancouver,285.31,,,6,90,overcast clouds,Canada,49.24966,-123.119339
2012-10-17 05:00:00,Vancouver,285.58,93,,0,50,sky is clear,Canada,49.24966,-123.119339
2012-10-17 06:00:00,Vancouver,285.97,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-17 07:00:00,Vancouver,285.68,82,998,5,200,sky is clear,Canada,49.24966,-123.119339
2012-10-17 08:00:00,Vancouver,285.14,82,998,5,200,sky is clear,Canada,49.24966,-123.119339
2012-10-17 09:00:00,Vancouver,285.57,76,999,5,220,sky is clear,Canada,49.24966,-123.119339
2012-10-17 10:00:00,Vancouver,285.21,76,999,5,220,sky is clear,Canada,49.24966,-123.119339
2012-10-17 11:00:00,Vancouver,285.2,71,1001,6,250,sky is clear,Canada,49.24966,-123.119339
2012-10-17 12:00:00,Vancouver,284.34,71,,1,290,sky is clear,Canada,49.24966,-123.119339
2012-10-17 13:00:00,Vancouver,283.61,66,,2,280,mist,Canada,49.24966,-123.119339
2012-10-17 14:00:00,Vancouver,283.04,76,1007,14,280,sky is clear,Canada,49.24966,-123.119339
2012-10-17 15:00:00,Vancouver,282.77,76,1009,10,270,sky is clear,Canada,49.24966,-123.119339
2012-10-17 16:00:00,Vancouver,283.06,81,1011,7,250,sky is clear,Canada,49.24966,-123.119339
2012-10-17 17:00:00,Vancouver,284.62,71,1012,5,230,sky is clear,Canada,49.24966,-123.119339
2012-10-17 18:00:00,Vancouver,285.6,66,1014,4,250,sky is clear,Canada,49.24966,-123.119339
2012-10-17 19:00:00,Vancouver,285.65,54,1015,2,250,sky is clear,Canada,49.24966,-123.119339
2012-10-17 20:00:00,Vancouver,286.57,54,1015,2,270,sky is clear,Canada,49.24966,-123.119339
2012-10-17 21:00:00,Vancouver,287.15,54,1016,2,310,sky is clear,Canada,49.24966,-123.119339
2012-10-17 22:00:00,Vancouver,286.45,54,1016,2,270,sky is clear,Canada,49.24966,-123.119339
2012-10-17 23:00:00,Vancouver,286.36,54,1016,2,270,sky is clear,Canada,49.24966,-123.119339
2012-10-18 00:00:00,Vancouver,285,,,3,300,broken clouds,Canada,49.24966,-123.119339
2012-10-18 01:00:00,Vancouver,284.19,58,1019,1,190,sky is clear,Canada,49.24966,-123.119339
2012-10-18 02:00:00,Vancouver,282.75,70,,0,10,sky is clear,Canada,49.24966,-123.119339
2012-10-18 03:00:00,Vancouver,282.59,76,1021,5,250,sky is clear,Canada,49.24966,-123.119339
2012-10-18 04:00:00,Vancouver,282.22,81,1021,6,250,sky is clear,Canada,49.24966,-123.119339
2012-10-18 05:00:00,Vancouver,282.23,76,1022,6,240,sky is clear,Canada,49.24966,-123.119339
2012-10-18 06:00:00,Vancouver,282.32,,,2,270,sky is clear,Canada,49.24966,-123.119339
2012-10-18 07:00:00,Vancouver,281.99,76,998,4,250,sky is clear,Canada,49.24966,-123.119339
2012-10-18 08:00:00,Vancouver,281.6,76,998,4,250,sky is clear,Canada,49.24966,-123.119339
2012-10-18 09:00:00,Vancouver,281.43,81,1025,4,270,sky is clear,Canada,49.24966,-123.119339
2012-10-18 10:00:00,Vancouver,280.89,87,1025,2,110,sky is clear,Canada,49.24966,-123.119339
2012-10-18 11:00:00,Vancouver,280.57,87,1025,2,110,sky is clear,Canada,49.24966,-123.119339
2012-10-18 12:00:00,Vancouver,280.11,81,,1,80,sky is clear,Canada,49.24966,-123.119339
2012-10-18 13:00:00,Vancouver,280.22,93,1025,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-18 14:00:00,Vancouver,280.63,93,1025,2,70,sky is clear,Canada,49.24966,-123.119339
2012-10-18 15:00:00,Vancouver,280.48,87,1025,2,70,sky is clear,Canada,49.24966,-123.119339
2012-10-18 16:00:00,Vancouver,281.24,87,1026,1,40,sky is clear,Canada,49.24966,-123.119339
2012-10-18 17:00:00,Vancouver,281.61,81,1026,2,90,sky is clear,Canada,49.24966,-123.119339
2012-10-18 18:00:00,Vancouver,282.82,76,1026,2,110,sky is clear,Canada,49.24966,-123.119339
2012-10-18 19:00:00,Vancouver,283.73,81,1026,3,120,sky is clear,Canada,49.24966,-123.119339
2012-10-18 20:00:00,Vancouver,283.69,76,1026,4,130,sky is clear,Canada,49.24966,-123.119339
2012-10-18 21:00:00,Vancouver,283.76,66,1026,4,140,sky is clear,Canada,49.24966,-123.119339
2012-10-18 22:00:00,Vancouver,284.22,71,1025,2,160,sky is clear,Canada,49.24966,-123.119339
2012-10-18 23:00:00,Vancouver,284.67,66,1025,2,140,sky is clear,Canada,49.24966,-123.119339
2012-10-19 00:00:00,Vancouver,284.14,87,1019,0,0,light rain,Canada,49.24966,-123.119339
2012-10-19 01:00:00,Vancouver,283.65,66,1003,3,110,sky is clear,Canada,49.24966,-123.119339
2012-10-19 02:00:00,Vancouver,283.27,71,1024,3,90,sky is clear,Canada,49.24966,-123.119339
2012-10-19 03:00:00,Vancouver,283.28,71,1024,1,110,sky is clear,Canada,49.24966,-123.119339
2012-10-19 04:00:00,Vancouver,282.97,76,1024,1,40,sky is clear,Canada,49.24966,-123.119339
2012-10-19 05:00:00,Vancouver,282.98,76,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-19 06:00:00,Vancouver,282.85,81,1023,2,70,sky is clear,Canada,49.24966,-123.119339
2012-10-19 07:00:00,Vancouver,282.51,81,1023,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-19 08:00:00,Vancouver,282.51,81,1023,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-19 09:00:00,Vancouver,282.51,70,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-19 10:00:00,Vancouver,282.39,81,1023,2,90,sky is clear,Canada,49.24966,-123.119339
2012-10-19 11:00:00,Vancouver,282.51,81,1022,2,100,sky is clear,Canada,49.24966,-123.119339
2012-10-19 12:00:00,Vancouver,282.38,81,1021,3,100,sky is clear,Canada,49.24966,-123.119339
2012-10-19 13:00:00,Vancouver,282.44,81,1007,4,100,sky is clear,Canada,49.24966,-123.119339
2012-10-19 14:00:00,Vancouver,282.33,,,3,100,light intensity drizzle,Canada,49.24966,-123.119339
2012-10-19 15:00:00,Vancouver,282.43,76,1019,4,100,sky is clear,Canada,49.24966,-123.119339
2012-10-19 16:00:00,Vancouver,283.33,71,1018,4,100,sky is clear,Canada,49.24966,-123.119339
2012-10-19 17:00:00,Vancouver,283.17,71,1017,2,90,sky is clear,Canada,49.24966,-123.119339
2012-10-19 18:00:00,Vancouver,283.29,,,3,90,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-19 19:00:00,Vancouver,283.77,71,1016,1,30,sky is clear,Canada,49.24966,-123.119339
2012-10-19 20:00:00,Vancouver,283.63,76,1015,1,180,sky is clear,Canada,49.24966,-123.119339
2012-10-19 21:00:00,Vancouver,283.27,87,1014,4,90,sky is clear,Canada,49.24966,-123.119339
2012-10-19 22:00:00,Vancouver,283.15,,,3,160,sky is clear,Canada,49.24966,-123.119339
2012-10-19 23:00:00,Vancouver,282.81,93,1011,5,50,sky is clear,Canada,49.24966,-123.119339
2012-10-20 00:00:00,Vancouver,282.81,87,,2,90,mist,Canada,49.24966,-123.119339
2012-10-20 01:00:00,Vancouver,282.92,100,1005,0,0,mist,Canada,49.24966,-123.119339
2012-10-20 02:00:00,Vancouver,282.84,87,1008,4,60,sky is clear,Canada,49.24966,-123.119339
2012-10-20 03:00:00,Vancouver,283.18,87,1008,4,60,sky is clear,Canada,49.24966,-123.119339
2012-10-20 04:00:00,Vancouver,282.92,93,1007,5,80,sky is clear,Canada,49.24966,-123.119339
2012-10-20 05:00:00,Vancouver,283.34,93,1007,6,90,mist,Canada,49.24966,-123.119339
2012-10-20 06:00:00,Vancouver,283.42,93,1019,5,120,sky is clear,Canada,49.24966,-123.119339
2012-10-20 07:00:00,Vancouver,283.39,,,4,100,mist,Canada,49.24966,-123.119339
2012-10-20 08:00:00,Vancouver,284.02,,,9,130,mist,Canada,49.24966,-123.119339
2012-10-20 09:00:00,Vancouver,284.17,93,,1,50,mist,Canada,49.24966,-123.119339
2012-10-20 10:00:00,Vancouver,284.47,87,1021,9,150,sky is clear,Canada,49.24966,-123.119339
2012-10-20 11:00:00,Vancouver,284.77,87,1022,10,160,sky is clear,Canada,49.24966,-123.119339
2012-10-20 12:00:00,Vancouver,285.02,82,1004,9,170,sky is clear,Canada,49.24966,-123.119339
2012-10-20 13:00:00,Vancouver,284.96,87,1023,6,180,sky is clear,Canada,49.24966,-123.119339
2012-10-20 14:00:00,Vancouver,285.21,82,1005,4,200,sky is clear,Canada,49.24966,-123.119339
2012-10-20 15:00:00,Vancouver,284.48,100,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-20 16:00:00,Vancouver,284.19,93,,0,10,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-20 17:00:00,Vancouver,284.87,87,1023,5,320,sky is clear,Canada,49.24966,-123.119339
2012-10-20 18:00:00,Vancouver,285.2,81,1023,3,260,sky is clear,Canada,49.24966,-123.119339
2012-10-20 19:00:00,Vancouver,284.83,81,1008,4,240,sky is clear,Canada,49.24966,-123.119339
2012-10-20 20:00:00,Vancouver,284.74,81,1008,4,240,sky is clear,Canada,49.24966,-123.119339
2012-10-20 21:00:00,Vancouver,284.34,66,1006,5,280,scattered clouds,Canada,49.24966,-123.119339
2012-10-20 22:00:00,Vancouver,284.88,58,,0,280,proximity shower rain,Canada,49.24966,-123.119339
2012-10-20 23:00:00,Vancouver,284.69,57,,1,300,sky is clear,Canada,49.24966,-123.119339
2012-10-21 00:00:00,Vancouver,284.78,66,1006,3,280,sky is clear,Canada,49.24966,-123.119339
2012-10-21 01:00:00,Vancouver,283.13,71,1006,2,250,sky is clear,Canada,49.24966,-123.119339
2012-10-21 02:00:00,Vancouver,281.97,81,1006,2,220,sky is clear,Canada,49.24966,-123.119339
2012-10-21 03:00:00,Vancouver,282.22,81,1006,1,180,sky is clear,Canada,49.24966,-123.119339
2012-10-21 04:00:00,Vancouver,282.36,87,,1,30,sky is clear,Canada,49.24966,-123.119339
2012-10-21 05:00:00,Vancouver,281.76,93,,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-21 06:00:00,Vancouver,281.5125,89,,0,37,broken clouds,Canada,49.24966,-123.119339
2012-10-21 07:00:00,Vancouver,281.265,86,,0,75,broken clouds,Canada,49.24966,-123.119339
2012-10-21 08:00:00,Vancouver,281.0175,82,,0,112,broken clouds,Canada,49.24966,-123.119339
2012-10-21 09:00:00,Vancouver,280.77,79,,0,150,broken clouds,Canada,49.24966,-123.119339
2012-10-21 10:00:00,Vancouver,280.5225,75,,0,187,broken clouds,Canada,49.24966,-123.119339
2012-10-21 11:00:00,Vancouver,280.275,72,,1,225,overcast clouds,Canada,49.24966,-123.119339
2012-10-21 12:00:00,Vancouver,280.0275,68,,1,262,overcast clouds,Canada,49.24966,-123.119339
2012-10-21 13:00:00,Vancouver,279.78,65,,1,300,sky is clear,Canada,49.24966,-123.119339
2012-10-21 14:00:00,Vancouver,280.062222222,64,,1,280,overcast clouds,Canada,49.24966,-123.119339
2012-10-21 15:00:00,Vancouver,280.344444444,64,,1,260,overcast clouds,Canada,49.24966,-123.119339
2012-10-21 16:00:00,Vancouver,280.626666667,63,,1,240,broken clouds,Canada,49.24966,-123.119339
2012-10-21 17:00:00,Vancouver,280.908888889,63,,1,220,broken clouds,Canada,49.24966,-123.119339
2012-10-21 18:00:00,Vancouver,281.191111111,62,,0,200,broken clouds,Canada,49.24966,-123.119339
2012-10-21 19:00:00,Vancouver,281.473333333,62,,0,180,broken clouds,Canada,49.24966,-123.119339
2012-10-21 20:00:00,Vancouver,281.755555556,61,,0,160,broken clouds,Canada,49.24966,-123.119339
2012-10-21 21:00:00,Vancouver,282.037777778,61,,0,140,broken clouds,Canada,49.24966,-123.119339
2012-10-21 22:00:00,Vancouver,282.32,61,,0,120,sky is clear,Canada,49.24966,-123.119339
2012-10-21 23:00:00,Vancouver,281.9,66,1010,8,190,sky is clear,Canada,49.24966,-123.119339
2012-10-22 00:00:00,Vancouver,281.2125,49,,7,167,broken clouds,Canada,49.24966,-123.119339
2012-10-22 01:00:00,Vancouver,280.525,33,,6,145,broken clouds,Canada,49.24966,-123.119339
2012-10-22 02:00:00,Vancouver,279.8375,16,,4,122,broken clouds,Canada,49.24966,-123.119339
2012-10-22 03:00:00,Vancouver,279.15,,,3,100,light rain,Canada,49.24966,-123.119339
2012-10-22 04:00:00,Vancouver,278.66,86,1010,6,110,sky is clear,Canada,49.24966,-123.119339
2012-10-22 05:00:00,Vancouver,278.64,86,1020,7,100,sky is clear,Canada,49.24966,-123.119339
2012-10-22 06:00:00,Vancouver,278.58,93,,2,70,sky is clear,Canada,49.24966,-123.119339
2012-10-22 07:00:00,Vancouver,278.42,86,1010,5,100,sky is clear,Canada,49.24966,-123.119339
2012-10-22 08:00:00,Vancouver,278.11,,,6,90,light rain,Canada,49.24966,-123.119339
2012-10-22 09:00:00,Vancouver,278.06,,,5,90,broken clouds,Canada,49.24966,-123.119339
2012-10-22 10:00:00,Vancouver,278.16,93,1010,5,90,sky is clear,Canada,49.24966,-123.119339
2012-10-22 11:00:00,Vancouver,278.21,93,1010,5,90,sky is clear,Canada,49.24966,-123.119339
2012-10-22 12:00:00,Vancouver,278.5825,90,1010,5,95,broken clouds,Canada,49.24966,-123.119339
2012-10-22 13:00:00,Vancouver,278.955,87,1011,4,101,broken clouds,Canada,49.24966,-123.119339
2012-10-22 14:00:00,Vancouver,279.3275,85,1012,4,106,broken clouds,Canada,49.24966,-123.119339
2012-10-22 15:00:00,Vancouver,279.7,82,1013,3,112,sky is clear,Canada,49.24966,-123.119339
2012-10-22 16:00:00,Vancouver,277.94,93,,1,30,sky is clear,Canada,49.24966,-123.119339
2012-10-22 17:00:00,Vancouver,278.14,86,1011,5,80,sky is clear,Canada,49.24966,-123.119339
2012-10-22 18:00:00,Vancouver,279.45,86,,2,100,light intensity shower rain,Canada,49.24966,-123.119339
2012-10-22 19:00:00,Vancouver,279.95,86,1011,5,80,sky is clear,Canada,49.24966,-123.119339
2012-10-22 20:00:00,Vancouver,280.11,,,5,70,broken clouds,Canada,49.24966,-123.119339
2012-10-22 21:00:00,Vancouver,280,87,1005,4,60,sky is clear,Canada,49.24966,-123.119339
2012-10-22 22:00:00,Vancouver,280.91,81,,1,70,sky is clear,Canada,49.24966,-123.119339
2012-10-22 23:00:00,Vancouver,280.68,87,,1,60,sky is clear,Canada,49.24966,-123.119339
2012-10-23 00:00:00,Vancouver,280.47,56,1012,5,70,broken clouds,Canada,49.24966,-123.119339
2012-10-23 01:00:00,Vancouver,280.23,81,1003,5,80,sky is clear,Canada,49.24966,-123.119339
2012-10-23 02:00:00,Vancouver,279.69,79,1000,3,45,sky is clear,Canada,49.24966,-123.119339
2012-10-23 03:00:00,Vancouver,279.37,76,1000,1,22,sky is clear,Canada,49.24966,-123.119339
2012-10-23 04:00:00,Vancouver,279.01,75,999,5,90,sky is clear,Canada,49.24966,-123.119339
2012-10-23 05:00:00,Vancouver,278.91,81,998,4,90,sky is clear,Canada,49.24966,-123.119339
2012-10-23 06:00:00,Vancouver,278.59,86,,1,350,sky is clear,Canada,49.24966,-123.119339
2012-10-23 07:00:00,Vancouver,278.38,75,997,4,60,sky is clear,Canada,49.24966,-123.119339
2012-10-23 08:00:00,Vancouver,277.66,86,996,2,70,sky is clear,Canada,49.24966,-123.119339
2012-10-23 09:00:00,Vancouver,277.56,86,1008,3,80,sky is clear,Canada,49.24966,-123.119339
2012-10-23 10:00:00,Vancouver,277.52,80,997,3,110,sky is clear,Canada,49.24966,-123.119339
2012-10-23 11:00:00,Vancouver,277.08,86,1007,2,80,sky is clear,Canada,49.24966,-123.119339
2012-10-23 12:00:00,Vancouver,276.44,86,1006,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-23 13:00:00,Vancouver,276.07,93,,0,20,sky is clear,Canada,49.24966,-123.119339
2012-10-23 14:00:00,Vancouver,276.38,,1005,1,340,sky is clear,Canada,49.24966,-123.119339
2012-10-23 15:00:00,Vancouver,276.49,,1005,0,0,sky is clear,Canada,49.24966,-123.119339
2012-10-23 16:00:00,Vancouver,277.46,70,1005,1,140,sky is clear,Canada,49.24966,-123.119339
2012-10-23 17:00:00,Vancouver,279.29,,1004,1,140,sky is clear,Canada,49.24966,-123.119339
2012-10-23 18:00:00,Vancouver,280.33,66,1004,2,10,sky is clear,Canada,49.24966,-123.119339
2012-10-23 19:00:00,Vancouver,281.77,61,1003,3,230,sky is clear,Canada,49.24966,-123.119339
2012-10-23 20:00:00,Vancouver,281.96,61,1002,1,320,sky is clear,Canada,49.24966,-123.119339
